时间,标题,网址,时长
06/14/2025 12:00:00,快速注册,https://sso1.nlc.cn/sso/userRegist/toRegisteUser?userType=gtk&ReturnUrl=http://read.nlc.cn,114
06/14/2025 12:00:00,中国国家图书馆,https://sso1.nlc.cn/sso/login/welcome?isOpenValidate=0&edu.yale.its.tp.cas.badUsernameOrPassword=&logintype=0,83
06/14/2025 12:00:00,读者云门户,http://read.nlc.cn/user/index,72
06/14/2025 12:00:00,出错信息,https://sso1.nlc.cn/sso/verifyResources?appName=00002&appUrl=http://202.106.125.35/cnkiredirect/Redirect.htm?target=/kns55/loginid.aspx?p=brief/result.aspx?dbPrefix=CJFQ,25
06/14/2025 12:00:00,读者云门户,http://read.nlc.cn/user/index#,29
06/14/2025 12:00:00,国家哲学社会科学文献中心,https://www.ncpssd.cn/Cooperation/CooperationUser.aspx,7
06/14/2025 12:00:00,中国国家图书,https://sso1.nlc.cn/sso/jsp/mylib-login.jsp?appId=90038&paramUrl=https://www.ncpssd.cnCooperation/CooperationUser.aspx,36
06/14/2025 12:00:00,中国国家图书,https://sso1.nlc.cn/sso/jsp/mylib-login.jsp?paramUrl=https://www.ncpssd.cnCooperation/CooperationUser.aspx&appId=90038,34
06/14/2025 12:00:00,读者云门户,http://read.nlc.cn/MyLibrary/manager,40
06/14/2025 12:00:00,页面加载出错,https://www.ncpssd.cncooperation/CooperationUser.aspx,5
06/14/2025 12:00:00,我的数字图书馆,http://read.nlc.cn/MyLibrary/getMyScoresLjqd,0
06/14/2025 12:00:00,关于国家哲学社会科学学术期刊数据库暂停服务的通知,https://www.nssd.cn/,12
06/14/2025 12:00:00,读者云门户,http://read.nlc.cn/allSearch/searchList?searchType=12&showType=1&pageNo=1,1
06/14/2025 12:00:00,读者云门户,http://read.nlc.cn/allSearch/searchList?searchType=12&showType=1&pageNo=1&searchWord=%E9%9A%86%E6%98%8C,2
06/14/2025 12:00:00,读者云门户,http://read.nlc.cn/allSearch/searchDetail?searchType=12&showType=1&indexName=data_403&fid=311998003786,23
06/14/2025 12:00:00,国家图书馆,http://read.nlc.cn/OutOpenBook/OpenTwoObjectBook?aid=403&bid=52170.0&cid=106268,14
06/14/2025 12:00:00,国家图书馆,http://read.nlc.cn/OutOpenBook/OpenObjectBook?aid=403&bid=52170.0,34
06/14/2025 12:00:00,隆昌縣誌 - 搜索,https://cn.bing.com/search?pc=MOZI&form=MOZLBR&q=%E9%9A%86%E6%98%8C%E7%B8%A3%E8%AA%8C,15
06/14/2025 12:00:00,mc旁观者模式退出他人视角 - 搜索,https://cn.bing.com/search?pc=MOZI&form=MOZLBR&q=mc%E6%97%81%E8%A7%82%E8%80%85%E6%A8%A1%E5%BC%8F%E9%80%80%E5%87%BA%E4%BB%96%E4%BA%BA%E8%A7%86%E8%A7%92,4
06/15/2025 11:00:00,石头姐”,about:blank,12
06/15/2025 11:00:00,home.firefoxchina.cn/,https://home.firefoxchina.cn/,22
06/15/2025 11:00:00,智慧中小学 - 搜索,https://cn.bing.com/search?pc=MOZI&form=MOZLBR&q=%E6%99%BA%E6%85%A7%E4%B8%AD%E5%B0%8F%E5%AD%A6,0
06/15/2025 11:00:00,国家中小学智慧教育平台,https://basic.smartedu.cn/,15
06/15/2025 11:00:00,国家中小学智慧教育平台,https://basic.smartedu.cn/search?keyword=%E7%94%9F%E7%89%A9%E5%BF%85%E4%BF%AE%E4%B8%80,8
06/15/2025 11:00:00,普通高中教科书·生物学必修1 分子与细胞,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9d522562-b529-446c-9b5b-084812beee6e&catalogType=tchMaterial&subCatalog=dzjc,2365
06/15/2025 11:00:00,国家智慧教育公共服务平台,https://auth.smartedu.cn/uias/login,34
06/15/2025 11:00:00,basic.smartedu.cn/uc/multipleDomains?sdp-app-id=e5649925-441d-4a53-b525-51a2f1c4e0a8&site=2&code=lNhVwSfTV9bYrjDX6r&state=aHR0cHM6Ly9iYXNpYy5zbWFydGVkdS5jbi90Y2hNYXRlcmlhbC9kZXRhaWw/Y29udGVudFR5cGU9YXNzZXRzX2RvY3VtZW50JmNvbnRlbnRJZD05ZDUyMjU2Mi1iNTI5LTQ0NmMtOWI1Yi0wODQ4MTJiZWVlNmUmY2F0YWxvZ1R5cGU9dGNoTWF0ZXJpYWwmc3ViQ2F0YWxvZz1kempj,https://basic.smartedu.cn/uc/multipleDomains?sdp-app-id=e5649925-441d-4a53-b525-51a2f1c4e0a8&site=2&code=lNhVwSfTV9bYrjDX6r&state=aHR0cHM6Ly9iYXNpYy5zbWFydGVkdS5jbi90Y2hNYXRlcmlhbC9kZXRhaWw/Y29udGVudFR5cGU9YXNzZXRzX2RvY3VtZW50JmNvbnRlbnRJZD05ZDUyMjU2Mi1iNTI5LTQ0NmMtOWI1Yi0wODQ4MTJiZWVlNmUmY2F0YWxvZ1R5cGU9dGNoTWF0ZXJpYWwmc3ViQ2F0YWxvZz1kempj,1
06/15/2025 11:00:00,‎,https://basic.smartedu.cn/uc/?sdp-app-id=e5649925-441d-4a53-b525-51a2f1c4e0a8#/multipleDomains?site=2&code=lNhVwSfTV9bYrjDX6r&state=aHR0cHM6Ly9iYXNpYy5zbWFydGVkdS5jbi90Y2hNYXRlcmlhbC9kZXRhaWw/Y29udGVudFR5cGU9YXNzZXRzX2RvY3VtZW50JmNvbnRlbnRJZD05ZDUyMjU2Mi1iNTI5LTQ0NmMtOWI1Yi0wODQ4MTJiZWVlNmUmY2F0YWxvZ1R5cGU9dGNoTWF0ZXJpYWwmc3ViQ2F0YWxvZz1kempj,2
06/15/2025 11:00:00,国家中小学智慧教育平台,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9d522562-b529-446c-9b5b-084812beee6e&catalogType=tchMaterial&subCatalog=dzjc&ticket=YWNkMTEzZmItMjI2ZS00ZmI1LWE4NzgtODlhNTZhZmNkMjE1,0
06/15/2025 11:00:00,Add-ons Manager,about:addons,2
06/15/2025 11:00:00,401 Authorization Required,https://r1-ndr-private.ykt.cbern.com.cn/edu_product/esp/assets/9d522562-b529-446c-9b5b-084812beee6e.pkg/%E6%99%AE%E9%80%9A%E9%AB%98%E4%B8%AD%E6%95%99%E7%A7%91%E4%B9%A6%20%E7%94%9F%E7%89%A9%E5%AD%A6%20%E5%BF%85%E4%BF%AE1%20%E5%88%86%E5%AD%90%E4%B8%8E%E7%BB%86%E8%83%9E_1725097637718.pdf,10
06/15/2025 14:00:00,普通高中教科书·生物学必修1 分子与细胞,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9d522562-b529-446c-9b5b-084812beee6e&catalogType=tchMaterial&subCatalog=dzjc,1203
06/15/2025 14:00:00,401 Authorization Required,https://r1-ndr-private.ykt.cbern.com.cn/edu_product/esp/assets/9d522562-b529-446c-9b5b-084812beee6e.pkg/%E6%99%AE%E9%80%9A%E9%AB%98%E4%B8%AD%E6%95%99%E7%A7%91%E4%B9%A6%20%E7%94%9F%E7%89%A9%E5%AD%A6%20%E5%BF%85%E4%BF%AE1%20%E5%88%86%E5%AD%90%E4%B8%8E%E7%BB%86%E8%83%9E_1725097637718.pdf,0
06/15/2025 14:00:00,Add-ons Manager,about:addons,0
06/15/2025 14:00:00,国家中小学智慧教育平台,https://basic.smartedu.cn/search?keyword=%E7%94%9F%E7%89%A9%E5%BF%85%E4%BF%AE%E4%B8%80,1
06/15/2025 14:00:00,智慧中小学 - 搜索,https://cn.bing.com/search?pc=MOZI&form=MOZLBR&q=%E6%99%BA%E6%85%A7%E4%B8%AD%E5%B0%8F%E5%AD%A6,0
06/15/2025 15:00:00,普通高中教科书·生物学必修1 分子与细胞,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9d522562-b529-446c-9b5b-084812beee6e&catalogType=tchMaterial&subCatalog=dzjc,3600
06/15/2025 16:00:00,普通高中教科书·生物学必修1 分子与细胞,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9d522562-b529-446c-9b5b-084812beee6e&catalogType=tchMaterial&subCatalog=dzjc,2090
07/05/2025 18:00:00,石头姐”,about:blank,9
07/05/2025 18:00:00,replay剪辑教程 - 搜索,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=replay%E5%89%AA%E8%BE%91%E6%95%99%E7%A8%8B,23
07/05/2025 18:00:00,replay mod 的使用说明书 - 啾译版 - minecraft - mc - 哔哩哔哩,https://www.bilibili.com/opus/584080840333749108,346
07/05/2025 18:00:00,Replay回放模组教程 - 导出一个简单的视频 (录像/回放 第二期)【Minecraft】_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1Ds411p7nM/,15
07/05/2025 18:00:00,replay剪辑教程 - 搜索,https://www.bing.com/search?pc=MOZI&q=replay%e5%89%aa%e8%be%91%e6%95%99%e7%a8%8b&FPIG=DC6DFFBC8C1C43ABADF07B6EEB67A0C2&first=11&FORM=PERE,9
07/18/2025 10:00:00,下载 Firefox 的 Android 与 iOS 版,https://www.mozilla.org/zh-CN/firefox/140.0.2/whatsnew/?oldversion=139.0.4&utm_medium=firefox-desktop&utm_source=update&utm_campaign=140,136
07/18/2025 10:00:00,home.firefoxchina.cn/,https://home.firefoxchina.cn/,0
07/18/2025 10:00:00,石头姐”,about:blank,105
07/18/2025 10:00:00,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.bilibili.com/,20
07/18/2025 10:00:00,【罗翔】成年人有读小黄书的自由吗？法律保障的是哪种意义上的个人自由？_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1nSguzTEp2/,224
07/18/2025 10:00:00,女上男下、录音录像也不代表“性同意”_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV14SVPzkEAE/,409
07/18/2025 10:00:00,女上男下、录音录像也不代表“性同意”_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1UNVfzcENS,219
07/18/2025 10:00:00,这个陷阱将改变历史！_游戏热门视频,https://www.bilibili.com/video/BV1hCgMzHEGN/,332
07/18/2025 10:00:00,页面加载出错,http://kht82.vip/,35
07/18/2025 10:00:00,页面加载出错,http://mtit176.cc:9527/,3
07/18/2025 10:00:00,页面加载出错,http://mti.t176.cc:9527/,34
07/18/2025 10:00:00,mtid303.vip:9527/?z11Iooqo4dsYx4HivwecLpF62Rr]VUNGc9HPeoM2FqSLcu5No832DHt9a7|ZKAOo=5yc3,https://www.mtid303.vip:9527/?z11Iooqo4dsYx4HivwecLpF62Rr]VUNGc9HPeoM2FqSLcu5No832DHt9a7|ZKAOo=5yc3,18
07/18/2025 16:00:00,石头姐”,about:blank,60
07/18/2025 16:00:00,页面加载出错,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=%E7%A9%BA%E8%B0%83%E5%B0%8F%E5%A6%99%E6%8B%9B,21
07/18/2025 16:00:00,空调小妙招 - 搜索,https://cn.bing.com/search?pc=MOZI&form=MOZLBR&q=%E7%A9%BA%E8%B0%83%E5%B0%8F%E5%A6%99%E6%8B%9B,52
07/18/2025 16:00:00,(25 封私信 / 80 条消息) 空调这么用，才是真的省电！ - 知乎,https://zhuanlan.zhihu.com/p/4812824424,76
07/18/2025 16:00:00,国家图书馆,http://read.nlc.cn/OutOpenBook/OpenObjectBook?aid=403&bid=52170.0,25
07/18/2025 16:00:00,读者云门户,http://read.nlc.cn/allSearch/searchList?searchType=12&showType=1&pageNo=1,27
07/18/2025 16:00:00,读者云门户,http://read.nlc.cn/user/index,1
07/18/2025 16:00:00,中国国家图书,https://sso1.nlc.cn/sso/jsp/mylib-login.jsp?appId=90037&paramUrl=http%3A//sso1.nlc.cn/sso/verifyResources%3FappName%3D00002%26appUrl%3Dhttp%3A//202.106.125.35/cnkiredirect/Redirect.htm%3Ftarget%3D/kns55/loginid.aspx%3Fp%3Dbrief/result.aspx%3FdbPrefix%3DCJFQ,8
07/18/2025 16:00:00,QQ帐号安全登录,https://graph.qq.com/oauth2.0/show?which=Login&display=pc&client_id=101435753&redirect_uri=http://sso1.nlc.cn/sso/thirdpartylogin/dorollback/8&response_type=code&state=95fad75d469a8afd38373b42f6c2a0d9&scope=get_user_info,10
07/18/2025 16:00:00,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.bilibili.com/,25
07/18/2025 16:00:00,消息中心 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,https://message.bilibili.com/#/whisper,1
07/18/2025 16:00:00,消息中心 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,https://message.bilibili.com/#/whisper/mid661899477,9
07/18/2025 16:00:00,消息中心 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,https://message.bilibili.com/#/whisper/mid382384613,12
07/18/2025 16:00:00,账号绑定,https://sso1.nlc.cn/sso/thirdpartylogin/dorollback/8?code=1961FB6EB10B1A0A5355381BB3BD0882&state=95fad75d469a8afd38373b42f6c2a0d9,2
07/18/2025 16:00:00,账号绑定,https://sso1.nlc.cn/sso/thirdpartylogin/intoHaveAccountPage,11
07/18/2025 16:00:00,中国国家图书馆,https://sso1.nlc.cn/sso/login/welcome?isOpenValidate=1&edu.yale.its.tp.cas.badUsernameOrPassword=&logintype=8,20
07/18/2025 16:00:00,土豆做法-哔哩哔哩_bilibili,https://search.bilibili.com/all?keyword=%E5%9C%9F%E8%B1%86%E5%81%9A%E6%B3%95,13
07/18/2025 16:00:00,拌米饭真的巨！好！吃！土豆这样做真的太香了家人们_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV12w4m1a7b7/?spm_id_from=..search-card.all.click,0
07/18/2025 16:00:00,拌米饭真的巨！好！吃！土豆这样做真的太香了家人们_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV12w4m1a7b7/,80
07/18/2025 16:00:00,拌米饭真的巨！好！吃！土豆这样做真的太香了家人们_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1jY4y1M7We/,0
07/18/2025 16:00:00,拌米饭真的巨！好！吃！土豆这样做真的太香了家人们_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1jY4y1M7We,61
07/18/2025 16:00:00,红烧土豆，没有肉哦_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1Aw411D7kg/,0
07/18/2025 16:00:00,红烧土豆，没有肉哦_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1Aw411D7kg,71
07/18/2025 16:00:00,土豆做法-哔哩哔哩_bilibili,https://search.bilibili.com/all?vt=28254207&keyword=%E5%9C%9F%E8%B1%86%E5%81%9A%E6%B3%95,27
07/18/2025 16:00:00,自制美食｜一口沦陷的下饭神器 肉末土豆丁🥔_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1LTgNzJEeF/,44
07/18/2025 16:00:00,蒸蛋-哔哩哔哩_bilibili,https://search.bilibili.com/all?keyword=%E8%92%B8%E8%9B%8B,8
07/18/2025 16:00:00,水蒸蛋很多人都做错了，难怪不成型还起蜂窝，大厨教你正确做法_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1GFL8zfEaQ/,196
07/18/2025 19:00:00,石头姐”,about:blank,18
07/18/2025 19:00:00,bing.com/ck/a?!&&p=02c7487b77c7e545ae960d58b9e283e9b488fa213cec952f24734e9ba1e3f43eJmltdHM9MTc1Mjc5NjgwMA&ptn=3&ver=2&hsh=4&fclid=32585cde-beb3-6a0d-0cae-487ebfd56bf1&u=a1aHR0cHM6Ly93d3cubmF0Z28uY24v&ntb=1,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=natgo,2
07/18/2025 19:00:00,NatGo 端口映射 | 内网穿透 | 华为云三线 BGP 线路 | 免费签到领流量 | 拥有和雷神加速器一样可暂停的 VIP 时长,https://www.natgo.cn/,2
07/18/2025 19:00:00,NatGo 下载中心,https://www.natgo.cn/download/,5
07/18/2025 19:00:00,bing.com/ck/a?!&&p=734c669423c7b75961f99d3f135bbf2402ccc08253cce9534d06debc3c696ac6JmltdHM9MTc1Mjc5NjgwMA&ptn=3&ver=2&hsh=4&fclid=32585cde-beb3-6a0d-0cae-487ebfd56bf1&u=a1aHR0cHM6Ly93d3cucmFkbWluLWxhbi5jbi8&ntb=1,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=radminLAN,4
07/18/2025 19:00:00,Radmin LAN – 下载免费 LAN 软件,https://www.radmin-lan.cn/,56
07/18/2025 22:00:00,石头姐”,about:blank,12
07/18/2025 22:00:00,bing.com/search?pc=MOZI&form=MOZLBR&q=gif,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=gif,4
07/18/2025 22:00:00,页面加载出错,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=gif+,5
07/18/2025 22:00:00,bing.com/search?pc=MOZI&form=MOZLBR&q=gif制作,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=gif%E5%88%B6%E4%BD%9C,29
07/18/2025 23:00:00,home.firefoxchina.cn/,https://home.firefoxchina.cn/,4
07/18/2025 23:00:00,gif制作 - 搜索,https://cn.bing.com/search?pc=MOZI&form=MOZLBR&q=gif%E5%88%B6%E4%BD%9C,4
07/18/2025 23:00:00,石头姐”,about:blank,29
07/18/2025 23:00:00,在线动画GIF制作器 - Tophix,https://tophix.com/zh-cn/gif-maker/,5
07/18/2025 23:00:00,图片转GIF | 将图片合并成动态GIF - Tophix,https://tophix.com/zh-cn/gif-maker/images-to-gif,74
07/18/2025 23:00:00,下载 | 图片转GIF,https://tophix.com/zh-cn/gif-maker/images-to-gif-download,16
07/18/2025 23:00:00,poki.com/zh/g/bacon-may-die?msockid=1e1e9a40e79d6f7b1eb38f71e6d76eb8#utm_source=redirect-en-zh,https://poki.com/zh/g/bacon-may-die?msockid=1e1e9a40e79d6f7b1eb38f71e6d76eb8#utm_source=redirect-en-zh,0
07/18/2025 23:00:00,360路由器,http://192.168.2.1/,1344
07/18/2025 23:00:00,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.bilibili.com/,4
07/19/2025 00:00:00,360路由器,http://192.168.2.1/,231
07/19/2025 00:00:00,石头姐”,about:blank,0
07/19/2025 00:00:00,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.bilibili.com/,8
07/19/2025 13:00:00,石头姐”,about:blank,37
07/19/2025 13:00:00,中科大测速 - 搜索,https://cn.bing.com/search?pc=MOZI&form=MOZLBR&q=%E4%B8%AD%E7%A7%91%E5%A4%A7%E6%B5%8B%E9%80%9F,0
07/19/2025 13:00:00,中国科学技术大学测速网站,https://test.ustc.edu.cn/,180
07/19/2025 13:00:00,360路由器,http://192.168.2.1/,0
07/19/2025 13:00:00,360路由器,http://192.168.2.1/qihoo-router/login,465
07/19/2025 13:00:00,360路由器,http://192.168.2.1/qihoo-router/my-router,15
07/19/2025 13:00:00,Firefox View,about:firefoxview,0
07/20/2025 22:00:00,石头姐”,about:blank,0
07/20/2025 23:00:00,石头姐”,about:blank,2460
07/20/2025 23:00:00,home.firefoxchina.cn/,https://home.firefoxchina.cn/,263
07/21/2025 16:00:00,中科大测速 - 搜索,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=%E4%B8%AD%E7%A7%91%E5%A4%A7%E6%B5%8B%E9%80%9F,32
07/21/2025 00:00:00,石头姐”,about:blank,3600
07/21/2025 01:00:00,石头姐”,about:blank,3600
07/21/2025 02:00:00,石头姐”,about:blank,3600
07/21/2025 03:00:00,石头姐”,about:blank,3600
07/21/2025 04:00:00,石头姐”,about:blank,3600
07/21/2025 05:00:00,石头姐”,about:blank,3600
07/21/2025 06:00:00,石头姐”,about:blank,3600
07/21/2025 07:00:00,石头姐”,about:blank,3600
07/21/2025 08:00:00,石头姐”,about:blank,3600
07/21/2025 09:00:00,石头姐”,about:blank,3600
07/21/2025 10:00:00,石头姐”,about:blank,3600
07/21/2025 11:00:00,石头姐”,about:blank,3600
07/21/2025 12:00:00,石头姐”,about:blank,3600
07/21/2025 13:00:00,石头姐”,about:blank,3600
07/21/2025 14:00:00,石头姐”,about:blank,3600
07/21/2025 15:00:00,石头姐”,about:blank,3600
07/21/2025 16:00:00,石头姐”,about:blank,1136
07/21/2025 16:00:00,中国科学技术大学测速网站,https://test.ustc.edu.cn/,77
07/21/2025 16:00:00,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.bilibili.com/,25
07/21/2025 16:00:00,消息中心 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,https://message.bilibili.com/#/system,21
07/21/2025 16:00:00,消息中心 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,https://message.bilibili.com/#/whisper,4
07/21/2025 16:00:00,这是一趟寻找『神剑』丢失力量的旅程……_游戏热门视频,https://www.bilibili.com/video/BV1eVgzzVEZH/,85
07/21/2025 17:00:00,这是一趟寻找『神剑』丢失力量的旅程……_游戏热门视频,https://www.bilibili.com/video/BV1eVgzzVEZH/,1
07/21/2025 17:00:00,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.bilibili.com/,0
07/21/2025 17:00:00,中国科学技术大学测速网站,https://test.ustc.edu.cn/,0
07/21/2025 17:00:00,石头姐”,about:blank,87
07/21/2025 17:00:00,bing.com/ck/a?!&&p=b03306a600da3b2e0834315adee95f079e95fc93c695ab3df5cfb84296278dfeJmltdHM9MTc1MzA1NjAwMA&ptn=3&ver=2&hsh=4&fclid=32585cde-beb3-6a0d-0cae-487ebfd56bf1&u=a1aHR0cHM6Ly96aC5taW5lY3JhZnQud2lraS8&ntb=1,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=minecraftwiki,3
07/21/2025 17:00:00,中文 Minecraft Wiki,https://zh.minecraft.wiki/,16
07/21/2025 17:00:00,“劲弩手”的搜索结果 - 中文 Minecraft Wiki,https://zh.minecraft.wiki/?search=%E5%8A%B2%E5%BC%A9%E6%89%8B&title=Special%3A%E6%90%9C%E7%B4%A2&wprov=acrw1_-1,0
07/21/2025 17:00:00,“劲弩手”的搜索结果 - 中文 Minecraft Wiki,https://zh.minecraft.wiki/w/Special:%E6%90%9C%E7%B4%A2?search=%E5%8A%B2%E5%BC%A9%E6%89%8B&variant=zh-cn&wglCacheVer=3&wprov=acrw1_-1&ns0=1&ns10000=1&ns10002=1&ns10004=1&ns10006=1&ns10010=1&ns9994=1&ns9996=1&ns9998=1,8
07/21/2025 17:00:00,“进度”的搜索结果 - 中文 Minecraft Wiki,https://zh.minecraft.wiki/?search=%E8%BF%9B%E5%BA%A6&title=Special%3A%E6%90%9C%E7%B4%A2&profile=advanced&fulltext=1&ns0=1&ns9994=1&ns9996=1&ns9998=1&ns10000=1&ns10002=1&ns10004=1&ns10006=1&ns10010=1,2
07/21/2025 17:00:00,“进度”的搜索结果 - 中文 Minecraft Wiki,https://zh.minecraft.wiki/?search=%E8%BF%9B%E5%BA%A6&title=Special%3A%E6%90%9C%E7%B4%A2&profile=advanced&fulltext=1&ns0=1&ns9994=1&ns9996=1&ns9998=1&ns10000=1&ns10002=1&ns10004=1&ns10006=1&ns10010=1&searchToken=5x3oytwnniey83twb1jrgeeil,1
07/21/2025 17:00:00,进度 - 中文 Minecraft Wiki,https://zh.minecraft.wiki/w/%E8%BF%9B%E5%BA%A6,124
07/21/2025 17:00:00,穿透 - 中文 Minecraft Wiki,https://zh.minecraft.wiki/w/%E7%A9%BF%E9%80%8F,29
07/21/2025 17:00:00,重锤 - 中文 Minecraft Wiki,https://zh.minecraft.wiki/w/%E9%87%8D%E9%94%A4,5
07/21/2025 17:00:00,mc - 搜索,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=mc,19
07/21/2025 17:00:00,mc世界因为某个方块崩溃 - 搜索,https://www.bing.com/search?q=mc%E4%B8%96%E7%95%8C%E5%9B%A0%E4%B8%BA%E6%9F%90%E4%B8%AA%E6%96%B9%E5%9D%97%E5%B4%A9%E6%BA%83&qs=n&form=QBRE&sp=-1&ghc=1&lq=0&pq=mc%E4%B8%96%E7%95%8C%E5%9B%A0%E4%B8%BA%E6%9F%90%E4%B8%AA%E6%96%B9%E5%9D%97beng%27k&sc=12-16&sk=&cvid=614E00A73C874CE7B527790145A15637,5
07/21/2025 17:00:00,Minecraft的疑难杂症#10-实体方块Ticking了，存档就不让进了？（附NBTexplorer使用） - 哔哩哔哩,https://www.bilibili.com/opus/807799450495877206,199
07/21/2025 17:00:00,NBT Explorer - 搜索,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=NBT+Explorer,0
07/21/2025 17:00:00,MCedit - 搜索,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=MCedit,8
07/21/2025 17:00:00,MCEdit - World Editor for Minecraft,https://www.mcedit.net/,8
07/21/2025 17:00:00,MCEdit - World Editor for Minecraft,https://www.mcedit.net/downloads.html,18
07/21/2025 17:00:00,Releases · jaquadro/NBTExplorer,https://github.com/jaquadro/NBTExplorer/releases,0
07/21/2025 18:00:00,MCEdit - World Editor for Minecraft,https://www.mcedit.net/downloads.html,4
07/21/2025 18:00:00,MCedit - 搜索,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=MCedit,21
07/21/2025 18:00:00,石头姐”,about:blank,0
07/21/2025 18:00:00,mcedit中文版下载-我的世界mcedit汉化版下载 附使用教程 - 多多软件站,https://www.ddooo.com/softdown/183872.htm,22
07/21/2025 18:00:00,MCedit - 搜索,https://www.bing.com/search?pc=MOZI&q=MCedit&FPIG=78CEB0D603E44338A09B98EAB701B325&first=11&FORM=PERE,11
07/21/2025 18:00:00,【Minecraft】最简单的Mcedit入门教程！_哔哩哔哩_bilibili,https://www.bilibili.com/video/av328038485/,38
07/21/2025 18:00:00,Releases · jaquadro/NBTExplorer,https://github.com/jaquadro/NBTExplorer/releases,2
07/21/2025 18:00:00,Minecraft的疑难杂症#10-实体方块Ticking了，存档就不让进了？（附NBTexplorer使用） - 哔哩哔哩,https://www.bilibili.com/opus/807799450495877206,16
07/21/2025 18:00:00,bing.com/ck/a?!&&p=3bd35d6c90c6ec71d6f83a3637e16d6519f793afdbe1c996f43a851b59a16febJmltdHM9MTc1MzA1NjAwMA&ptn=3&ver=2&hsh=4&fclid=32585cde-beb3-6a0d-0cae-487ebfd56bf1&u=a1aHR0cHM6Ly93d3cuYW11bGV0bWMuY29tLw&ntb=1,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=Amulet,3
07/21/2025 18:00:00,Amulet Editor,https://www.amuletmc.com/,7
07/21/2025 18:00:00,Releases · Amulet-Team/Amulet-Map-Editor,https://github.com/Amulet-Team/Amulet-Map-Editor/releases,103
07/21/2025 18:00:00,mc世界因为某个方块崩溃 - 搜索,https://www.bing.com/search?q=mc%E4%B8%96%E7%95%8C%E5%9B%A0%E4%B8%BA%E6%9F%90%E4%B8%AA%E6%96%B9%E5%9D%97%E5%B4%A9%E6%BA%83&qs=n&form=QBRE&sp=-1&ghc=1&lq=0&pq=mc%E4%B8%96%E7%95%8C%E5%9B%A0%E4%B8%BA%E6%9F%90%E4%B8%AA%E6%96%B9%E5%9D%97beng%27k&sc=12-16&sk=&cvid=614E00A73C874CE7B527790145A15637,2
07/21/2025 18:00:00,世界编辑器 - 搜索,https://www.bing.com/search?pc=MOZI&form=MOZLBR&q=%E4%B8%96%E7%95%8C%E7%BC%96%E8%BE%91%E5%99%A8,9
07/21/2025 18:00:00,世界编辑器MC - 搜索,https://www.bing.com/search?q=%E4%B8%96%E7%95%8C%E7%BC%96%E8%BE%91%E5%99%A8MC&qs=n&form=QBRE&sp=-1&ghc=1&lq=0&pq=%E4%B8%96%E7%95%8C%E7%BC%96%E8%BE%91%E5%99%A8mc&sc=7-7&sk=&cvid=22218199100B419790F486C50345A799,20
